Member_number,Date,itemDescription
1866,29-08-2014,A&D Monólogo Avesso P67
3138,13-10-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
2078,14-05-2014,Adair Kir Peche
3142,06-05-2014,Aces 2010 Seven Deuce White
4262,03-06-2014,Adler Fels
4872,13-02-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1985,18-05-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
2458,20-11-2014,Airlie Marechal Foch
2540,29-01-2014,Adrice 2016 Montepulciano
3194,26-07-2014,A&D Singular
3071,18-04-2014,A&D Liv
4181,07-09-2014,A Blooming Hill 2009 Pinot Noir
2033,29-11-2014,A Blooming Hill 2008 Pinot Noir
3306,11-12-2014,AA Badenhorst Family Wines
1658,09-08-2014,Adrice 2016 Leadfoot Louie
3884,12-10-2014,A Gust of Sun 2010 Niagara
1215,30-07-2014,Adelsheim Stoller Chardonnay (all vintages)
2477,30-09-2014,A Blooming Hill 2009 Pinot Noir
3971,04-02-2014,A Blooming Hill 2008 Pinot Noir
3644,20-02-2014,Albet i Noya Col·lecció Chardonnay
3370,24-11-2014,Aces 2010 Seven Deuce White
3295,07-06-2014,Alasia Moscato d’Asti DOCG
4325,11-12-2014,Adirondack Wines
3089,27-10-2014,Agran Araucano Wines
4758,01-04-2014,Adrice 2016 La Montagna Nebbiolo
3748,16-02-2014,A&D Monólogo Chardonnay P706
1249,11-10-2014,Ad Hoc 'Mixmaster' Blended White
4056,16-06-2014,A&D Monólogo Avesso P67
4673,23-06-2014,Aces 2007 Pocket Kings Red Wine
4589,24-01-2014,A&D Monólogo Avesso P67
1995,04-11-2014,Adrice 2016 La Montagna Nebbiolo
2663,30-03-2014,A to Z Wine
4713,27-06-2014,Achard-Vincent
3353,24-01-2014,AchA Red 2009
1043,16-06-2014,Alasia Moscato d’Asti DOCG
3227,01-03-2014,Albet i Noya El Fanio
3210,21-12-2014,Adair Black Currant Kir
4696,08-09-2014,A Blooming Hill 2008 Pinot Noir
4573,24-03-2014,Aces 2010 Seven Deuce White
4409,06-05-2014,Albert Heijn Wines (unless listed)
2994,12-07-2014,Alasia Moscato Secco IGT Provincia di Pavia
4233,18-01-2014,A to Z Wine
2353,18-01-2014,Albet i Noya Belat
4561,25-02-2014,A Portela Mencía
1182,16-11-2014,Air Wine
1223,18-11-2014,A&D Monólogo Avesso P67
3837,01-12-2014,Adair Black Currant Kir
1268,30-01-2014,A&D Monólogo Chardonnay P706
1649,24-11-2014,Achard-Vincent
1113,07-01-2014,Achard-Vincent
3248,25-10-2014,A Blooming Hill 2009 Pinot Gris
3803,17-06-2014,A Blooming Hill 2009 Pinot Noir
2389,13-10-2014,A Blooming Hill 2008 Pinot Noir
4266,29-11-2014,Adnams Wine
2719,16-02-2014,Agran Araucano Wines
1679,19-08-2014,Adler Fels
3861,18-03-2014,A&D Monólogo Sauvignon Blanc P704
3402,26-12-2014,A&D Monólogo Arinto P24
3559,12-11-2014,Alasia Brachetto d’Acqui DOCG
4958,10-05-2014,Ad Hoc 'The Riddler' Sparkling Wine
4780,09-03-2014,Adastra 2011 Pinot Noir
4162,16-02-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
3813,25-12-2014,A Blooming Hill 2009 Pinot Noir
4624,22-04-2014,A Grower's Touch Cabernet Sauvignon
2004,14-09-2014,A&D Singular
3978,06-09-2014,Alasia Roero Arneis DOCG
4124,27-07-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4280,01-03-2014,Ad Hoc 'The Riddler' Sparkling Wine
3279,26-11-2014,Adastra 2011 Pinot Noir
4649,10-09-2014,Alasia Dolcetto d’Asti DOC
2293,26-08-2014,Adrice 2016 Vivant Sauvignon Blanc
3030,02-05-2014,Adrice 2014 Riveter Red Washington Cabernet Sauvignon
4856,08-07-2014,Aces 2009 Pocket Kings Red Wine
3917,30-05-2014,Aceviño Reds
1486,30-11-2014,Adirondack Wines
2334,02-03-2014,Aces 2010 Seven Deuce White
2097,14-03-2014,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
4169,04-04-2014,Alasia Brachetto d’Acqui DOCG
4821,20-04-2014,A&D Monólogo Avesso P67
1487,09-04-2014,A Portela Mencía
3308,12-04-2014,Agripunica Samas
2611,26-04-2014,A to Z Wine
3203,04-03-2014,A Blooming Hill 2009 Pinot Gris
4166,07-12-2014,A Blooming Hill 2008 Pinot Noir
1010,05-03-2014,Adastra 2011 Merlot
4890,30-11-2014,Aces 2009 Pocket Kings Red Wine
3763,04-02-2014,A&D Monólogo Arinto P24
1867,22-02-2014,Adrice 2014 Pardonné Pinot Noir
1532,11-10-2014,A&D Monólogo Avesso P67
2923,11-03-2014,Alasia Brachetto d’Acqui DOCG
3489,11-01-2014,Ad Hoc 'Hen and Chicken' Chardonnay
4370,27-05-2014,A&D Singular
1086,26-09-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
4156,13-12-2014,A&D Liv Rosé
2310,21-03-2014,Adelsheim Stoller Chardonnay (all vintages)
1073,05-06-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4818,07-01-2014,Adrice 2014 Pardonné Pinot Noir
2724,23-04-2014,A Blooming Hill 2009 Pinot Noir
2570,29-07-2014,Alasia Moscato Secco IGT Provincia di Pavia
4495,25-05-2014,Adirondack Wines
1423,26-02-2014,Adelsheim Stoller Chardonnay (all vintages)
3119,28-06-2015,Adastra 2011 Pinot Noir
4015,27-03-2015,A&D Monólogo Chardonnay P706
2869,29-04-2015,A&D Monólogo Avesso P67
4814,12-02-2015,Abacela Wines
2978,25-11-2015,A Blooming Hill 2009 Chardonnay
4789,09-04-2015,Adrice 2015 Alter Ego Washington Cabernet Sauvignon
2151,03-08-2015,Aces 2010 Seven Deuce White
2390,21-08-2015,A&D Monólogo Avesso P67
3634,02-12-2015,A&D Monólogo Arinto P24
3394,13-12-2015,Alasia Dolcetto d’Asti DOC
1874,08-06-2015,Adrice 2014 Santé Syrah
4671,01-08-2015,A Blooming Hill 2009 Pinot Noir
3647,03-03-2015,Ad Hoc 'The Riddler' Sparkling Wine
1275,17-02-2015,Alasia Roero Arneis DOCG
3306,28-09-2015,Adnams Wine
1087,19-03-2015,A&D Casa Do Arrabalde
3210,23-12-2015,A Blooming Hill 2008 Pinot Noir
1136,03-01-2015,A&D Monólogo Chardonnay P706
3050,21-06-2015,Adastra 2010 Merlot
4406,01-02-2015,Agricultura Vinho Regional Alentejano
4277,09-08-2015,Aces 2010 Seven Deuce White
2500,06-12-2015,Adastra 2010 Merlot
4704,19-08-2015,A Blooming Hill 2008 Pinot Noir
4470,23-12-2015,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
4747,24-08-2015,Adelsheim Stoller Chardonnay (all vintages)
2550,20-04-2015,A Gust of Sun 2010 Niagara
4783,10-10-2015,Albert Heijn Wines (unless listed)
2117,07-11-2015,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
4510,03-09-2015,Adelsheim Stoller Chardonnay (all vintages)
4258,11-12-2015,Adastra 2011 Pinot Noir
3535,18-01-2015,Ad Hoc 'The Riddler' Sparkling Wine
3095,16-08-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4625,07-04-2015,A&D Monólogo Arinto P24
2014,23-06-2015,Adirondack Wines
1677,09-12-2015,Airlie Pinot Gris
4743,04-07-2015,Alasia Moscato d’Asti DOCG
4212,31-03-2015,Albero Monastrell 2013
1087,14-08-2015,Albet i Noya Pinot Noir Merlot Clàssic
3682,12-10-2015,Alasia Dolcetto d’Asti DOC
2406,10-03-2015,A&D Singular
3915,21-01-2015,Ad Hoc 'Mixmaster' Blended White
1901,04-05-2015,A&D Casa Do Arrabalde
4992,23-05-2015,A&D Liv
4308,07-04-2015,Adelsheim Stoller Chardonnay (all vintages)
1566,05-06-2015,Adelsheim Stoller Chardonnay (all vintages)
2839,31-10-2015,Adastra 2011 Pinot Noir
4666,19-10-2015,Adelsheim Stoller Chardonnay (all vintages)
2325,16-04-2015,Albet i Noya Rión
4238,08-03-2015,Agran Araucano Wines
1983,20-05-2015,Aceviño Whites
4798,21-11-2015,A&D Monólogo Avesso P67
3703,16-06-2015,Adrice 2016 La Montagna Nebbiolo
1456,19-07-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3309,02-09-2015,Adrice 2017 Vivant Sauvignon Blanc
1983,09-08-2015,Adair 2012 Black Currant Kir Rouge
2676,07-04-2015,Adair 2011 Landmark White
1017,30-09-2015,Adelsheim Stoller Chardonnay (all vintages)
3793,07-08-2015,Achard-Vincent
1609,03-05-2015,Adair 2011 Landmark White
3459,23-01-2015,A Blooming Hill 2008 Pinot Noir
1192,09-01-2015,A Portela Mencía
3044,05-01-2015,A&D Monólogo Chardonnay P706
3661,27-11-2015,Adelsheim Stoller Chardonnay (all vintages)
1188,09-01-2015,Aces 2010 Seven Deuce White
1865,02-08-2015,Adrice 2016 La Montagna Nebbiolo
1692,28-06-2015,A Blooming Hill 2009 Pinot Gris
3577,12-05-2015,Adler Fels
4951,13-03-2015,Albet i Noya El Fanio
1714,02-08-2015,Aces 2010 Seven Deuce White
1610,26-05-2015,Adirondack Wines
4652,08-04-2015,A Grower's Touch Cabernet Sauvignon
4020,11-04-2015,Alasia Brachetto d’Acqui DOCG
2633,27-11-2015,Alasia Dolcetto d’Asti DOC
4305,24-07-2015,Achard-Vincent
2416,15-02-2015,Alasia Piemonte DOC Barbera
3124,09-04-2015,A Blooming Hill 2009 Pinot Noir
1422,31-05-2015,A Blooming Hill 2009 Pinot Noir
2101,07-01-2015,A&D Casa Do Arrabalde
2876,30-10-2015,A Portela Mencía
2684,11-01-2015,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
2377,16-04-2015,Alasia Roero Arneis DOCG
2394,17-02-2015,Albet i Noya Brut Nature Reserva
4320,13-01-2015,A Gust of Sun 2010 Niagara
1009,05-10-2015,Achard-Vincent
1460,13-01-2015,Alasia Brachetto d’Acqui DOCG
1821,20-04-2015,Abbazia Prosecco Spumante
3182,15-10-2015,A&D Singular
1526,26-11-2015,A&D Monólogo Avesso P67
2070,16-07-2015,Aces 2010 Seven Deuce White
2534,18-05-2015,Aces 2010 Seven Deuce White
3794,28-04-2015,Aces 2010 Seven Deuce White
1405,28-02-2015,Agricultura Vinho Regional Alentejano
4544,07-01-2015,Albet i Noya Fondos
2494,10-06-2015,A&D Monólogo Avesso P67
3322,02-02-2015,A&D Liv
3655,16-02-2015,A&D Monólogo Chardonnay P706
2918,08-04-2015,Alasia Brachetto d’Acqui DOCG
2584,31-03-2015,Adelsheim Stoller Chardonnay (all vintages)
2212,16-04-2015,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
3176,01-08-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
4564,13-06-2015,Adrice 2016 La Montagna Nebbiolo
4556,17-08-2015,Alasia Moscato Secco IGT Provincia di Pavia
4573,10-10-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
2781,10-04-2015,A&D Casa Do Arrabalde
3316,03-01-2015,Albet i Noya Espriu Cava Brut
1827,02-05-2015,Airlie Marechal Foch
4889,03-02-2015,A&D Monólogo Arinto P24
3548,01-06-2015,Alba Vineyard Wines
2736,17-07-2015,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4927,19-10-2015,A Blooming Hill 2008 Pinot Noir
3214,22-12-2015,Aces 2009 Seven Deuce Red
3275,18-06-2015,Aces 2009 Pocket Kings Red Wine
2909,08-05-2015,Adrice 2016 Leadfoot Louie
4226,06-12-2015,Aces 2009 Seven Deuce Red
1622,11-03-2015,Aces 2010 Seven Deuce White
1395,12-10-2015,Achard-Vincent
2938,06-06-2015,Adler Fels
3674,13-08-2015,A&D Monólogo Arinto P24
2063,08-11-2015,Aces 2009 Pocket Kings Red Wine
4214,07-10-2015,A Blooming Hill 2009 Pinot Noir
3042,16-01-2015,Academy Culinary Wine
3877,17-09-2015,Aceviño Reds
2168,25-11-2015,Alasia Dolcetto d’Asti DOC
1503,12-05-2015,Albet i Noya Can Milà De La Roca
2769,23-04-2015,A&D Monólogo Sauvignon Blanc P704
4933,27-02-2015,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3082,22-05-2015,A&D Monólogo Arinto P24
1422,01-01-2015,Adrice 2015 Etouffant Red Mountain Merlot
3139,26-02-2015,Albet i Noya Espriu Cava Brut
2200,08-03-2015,Aces 2009 Pocket Kings Red Wine
4670,31-08-2015,Achard-Vincent
2053,21-09-2015,A Blooming Hill 2009 Pinot Noir
4847,03-02-2015,Adelsheim single vineyard Pinot Noirs (all vintages)
1185,24-08-2015,A&D Casa Do Arrabalde
4656,25-12-2015,Achard-Vincent
2741,11-09-2015,Agripunica Montessu
2654,17-08-2015,Abacela Wines
2010,19-12-2015,Alasia Dolcetto d’Asti DOC
1500,26-09-2014,Ad Hoc 'Cruel Mistress' Pinot Noir
3855,15-07-2014,A&D Liv
2037,05-05-2014,Alasia Brachetto d’Acqui DOCG
4907,01-02-2014,Ad Hoc 'Mixmaster' Blended White
2055,14-12-2014,Achard-Vincent
1133,21-03-2014,Adelsheim Stoller Chardonnay (all vintages)
3099,16-12-2014,Adair Kir Peche
4261,13-06-2014,A Blooming Hill 2009 Pinot Noir
2276,25-07-2014,A Portela Mencía
2584,02-04-2014,Ad Hoc 'Mixmaster' Blended White
1544,01-05-2014,Adelsheim Stoller Chardonnay (all vintages)
4416,03-09-2014,A Gust of Sun 2010 Niagara
3727,02-05-2014,Ad Hoc 'Mixmaster' Blended Red
1059,14-06-2014,Adrice 2016 Montepulciano
1999,30-04-2014,Adair Kir Peche
2584,19-06-2014,Albet i Noya Solc
3528,07-09-2014,Adrice 2015 Etouffant Red Mountain Merlot
3782,25-04-2014,A Blooming Hill 2009 Pinot Noir
4453,20-03-2014,Alasia Brachetto d’Acqui DOCG
1881,15-02-2014,Adrice 2017 Vivant Sauvignon Blanc
4122,20-10-2014,A&D Monólogo Arinto P24
4874,21-02-2014,A&D Monólogo Arinto P24
1410,07-02-2014,Alasia Piemonte DOC Cortese
3357,19-05-2014,Agran Araucano Wines
1554,27-10-2014,A&D Monólogo Chardonnay P706
1652,05-05-2014,Airlie Gewürztraminer
4251,01-07-2014,A Blooming Hill 2009 Pinot Noir
4316,03-05-2014,Aces 2010 Seven Deuce White
1491,04-08-2014,Adastra 2010 Merlot
1522,11-10-2014,Alasia Brachetto d’Acqui DOCG
1927,20-06-2014,Aces 2007 Pocket Kings Red Wine
3668,24-10-2014,A Blooming Hill 2009 Pinot Noir
4385,05-08-2014,Albet i Noya Espriu Cava Brut
3005,26-11-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
2132,24-01-2014,A&D Casa Do Arrabalde
2484,16-07-2014,Alasia Dolcetto d’Asti DOC
2264,22-07-2014,Adrice 2014 Riveter Red Washington Cabernet Sauvignon
3045,16-08-2014,Agripunica Samas
4297,30-05-2014,A&D Monólogo Chardonnay P706
1050,30-05-2014,Airlie Marechal Foch
3718,07-07-2014,Agran Araucano Wines
1423,13-10-2014,Albet i Noya Fenisi
1071,26-09-2014,A Portela Mencía
1399,05-04-2014,Albet i Noya Petit Albet Blanc
2892,19-08-2014,Abacela Wines
2396,19-08-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
3663,02-01-2014,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
4139,25-03-2014,A&D Monólogo Arinto P24
4044,08-07-2014,Airlie Gewürztraminer
3639,20-01-2014,Agran Araucano Wines
1753,03-10-2014,Adrice 2014 Pardonné Pinot Noir
1835,08-07-2014,Albet i Noya Syrah Rosat
1783,14-02-2014,Abbazia Prosecco Spumante
3863,01-09-2014,Adelsheim Stoller Chardonnay (all vintages)
1229,03-09-2014,Aces 2007 Pocket Aces Reserve
2470,01-05-2014,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
1828,06-01-2014,A Blooming Hill 2009 Pinot Noir
3360,12-04-2014,Albet i Noya Col·lecció Chardonnay
4690,06-03-2014,Adrice 2014 Pardonné Pinot Noir
4814,08-01-2014,Agran Araucano Wines
3099,10-02-2014,Adrice 2017 Vivant Sauvignon Blanc
3961,23-06-2014,A&D Monólogo Arinto P24
1948,02-11-2014,A&D Singular
4414,15-10-2014,A&D Monólogo Arinto P24
2906,13-11-2014,Ad Hoc 'Mixmaster' Blended White
2017,07-10-2014,Albet i Noya El Fanio
2086,18-06-2014,Aceviño Reds
3082,10-11-2014,Adastra 2010 Merlot
4574,01-05-2014,A&D Monólogo Arinto P24
3696,05-04-2014,Adnams Wine
1653,23-04-2014,Aces 2007 Pocket Kings Red Wine
2930,03-04-2014,Abacela Wines
3602,07-10-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
1103,28-07-2014,Albet i Noya Tempranillo Clàssic
3223,06-08-2014,Adastra 2009 Proximus Merlot
4788,09-09-2014,Adelsheim Stoller Chardonnay (all vintages)
3358,22-10-2014,A&D Casa Do Arrabalde
4133,02-02-2014,Aces 2010 Seven Deuce White
4160,10-07-2014,Adrice 2014 Riveter Red Washington Cabernet Sauvignon
2080,23-07-2014,Alasia Moscato Secco IGT Provincia di Pavia
1877,22-06-2014,Alasia Dolcetto d’Asti DOC
2243,01-10-2014,Albet i Noya Col·lecció Chardonnay
2738,16-01-2014,Aces 2009 Pocket Kings Red Wine
3869,12-08-2014,A&D Casa Do Arrabalde
2924,26-05-2014,Adelsheim Stoller Chardonnay (all vintages)
4613,04-10-2014,Achard-Vincent
3421,18-10-2014,Albet i Noya Petit Albet Negre
4764,28-08-2014,Adler Fels
4800,27-10-2014,Airlie Marechal Foch
1288,20-08-2014,Alasia Brachetto d’Acqui DOCG
2194,06-06-2014,Aces 2010 Seven Deuce White
2072,12-08-2014,A&D Monólogo Avesso P67
2950,03-02-2014,Alasia Moscato Secco IGT Provincia di Pavia
1681,06-07-2014,A&D Monólogo Arinto P24
3957,20-07-2014,A&D Monólogo Arinto P24
1004,13-10-2014,A Blooming Hill 2009 Pinot Noir
4048,12-04-2014,A Blooming Hill 2009 Pinot Noir
2309,17-04-2014,Achard-Vincent
3238,06-02-2014,Achard-Vincent
3613,20-10-2014,Aces 2007 Pocket Kings Red Wine
1716,11-08-2014,A&D Monólogo Arinto P24
3669,25-06-2014,Adelsheim Stoller Chardonnay (all vintages)
4806,13-09-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1434,13-11-2014,Albet i Noya Col·lecció Chardonnay
3977,01-02-2014,Aces 2009 Seven Deuce Red
4086,14-01-2014,Alasia Brachetto d’Acqui DOCG
3357,22-06-2014,Alasia Roero Arneis DOCG
2159,08-10-2014,Aces 2009 Pocket Kings Red Wine
2984,25-09-2014,A Portela Mencía
1351,15-01-2014,Abacela Wines
1359,29-05-2014,Achard-Vincent
3636,10-08-2014,Adrice 2014 Pardonné Pinot Noir
3783,11-04-2014,Albino Armani Wines
2807,02-06-2014,A Blooming Hill 2009 Pinot Noir
3960,15-02-2014,A Blooming Hill 2009 Pinot Noir
4233,23-06-2014,A Blooming Hill 2008 Pinot Noir
3683,05-10-2014,Adair Black Currant Kir
4838,07-09-2014,A&D Monólogo Avesso P67
2779,21-01-2014,Albet i Noya Espriu Cava Brut
4297,02-03-2014,Adelsheim Stoller Chardonnay (all vintages)
1258,09-08-2014,Adler Fels
2755,25-11-2014,A&D Casa Do Arrabalde
2340,17-01-2014,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
1690,09-05-2014,Academy Culinary Wine
2592,08-09-2014,Adelsheim Stoller Chardonnay (all vintages)
2952,12-01-2014,Achard-Vincent
3246,25-12-2014,A&D Singular
1900,15-03-2014,Alasia Moscato Secco IGT Provincia di Pavia
3414,22-05-2014,Alasia Brachetto d’Acqui DOCG
1153,10-08-2014,Albino Armani Wines
1751,04-09-2014,Adirondack Wines
2499,01-11-2014,Adelsheim Stoller Chardonnay (all vintages)
2355,19-02-2014,A Grower's Touch Cabernet Sauvignon
3660,21-09-2014,A&D Monólogo Avesso P67
2760,20-06-2014,A Grower's Touch Cabernet Sauvignon
1028,24-04-2014,A&D Monólogo Arinto P24
4657,03-04-2014,Aces 2010 Seven Deuce White
1569,09-03-2014,A Portela Mencía
3737,06-07-2014,A&D Monólogo Chardonnay P706
3462,01-10-2014,Ad Hoc 'Mixmaster' Blended White
2921,18-11-2014,Adair Kir Peche
1111,03-03-2014,Adastra 2011 Merlot
1261,06-10-2014,Albet i Noya Solc
1572,31-03-2014,Adrice 2016 La Montagna Nebbiolo
1811,02-06-2014,A&D Singular
3287,12-11-2014,Adair 2011 Landmark Red
1020,19-07-2014,A&D Monólogo Avesso P67
2374,16-09-2014,Agricultura Vinho Regional Alentejano
2252,10-03-2014,Albet i Noya El Fanio
3289,21-03-2014,A Portela Mencía
1312,12-11-2014,Albero Monastrell 2013
1045,12-01-2014,A&D Monólogo Avesso P67
1275,18-01-2014,A&D Liv Rosé
4241,02-10-2014,A Grower's Touch Cabernet Sauvignon
1116,22-06-2014,Aces 2010 Seven Deuce White
1356,17-08-2014,Adelsheim Stoller Chardonnay (all vintages)
2354,06-01-2014,Adrice 2016 La Montagna Nebbiolo
4045,30-07-2014,Adler Fels
3189,16-04-2014,Albero Tempranillo
3515,31-05-2014,AA Badenhorst Family Wines
1169,25-01-2014,Adrice 2016 La Montagna Nebbiolo
2299,04-08-2014,A&D Monólogo Avesso P67
3539,07-11-2014,A&D Singular
2389,06-06-2014,Adastra 2011 Merlot
1487,02-11-2014,A Portela Mencía
4698,20-01-2014,Adrice 2016 La Montagna Nebbiolo
3335,05-09-2014,Alasia Moscato Secco IGT Provincia di Pavia
1065,14-01-2014,Alasia Langhe Nebbiolo DOC
4763,27-02-2014,Adastra 2010 Merlot
2879,27-06-2014,Agricultura Vinho Regional Alentejano
1451,28-08-2014,Aceviño Whites
1947,07-01-2014,Adrice 2016 La Montagna Nebbiolo
4364,13-04-2014,Abacela Wines
4477,14-10-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1150,06-09-2014,A&D Monólogo Arinto P24
2873,23-05-2014,Achard-Vincent
3040,11-10-2014,Adrice 2016 La Montagna Nebbiolo
4862,08-06-2014,Adrice 2015 Niche Syrah
2795,27-06-2014,A Portela Mencía
2254,30-01-2014,Alasia Brachetto d’Acqui DOCG
2066,29-12-2014,A&D Singular
3180,09-11-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
1205,12-08-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4040,14-11-2014,A&D Casa Do Arrabalde
4760,16-10-2014,A&D Monólogo Arinto P24
2357,05-06-2014,Adler Fels
1507,24-05-2014,A Portela Mencía
1870,10-06-2014,A Blooming Hill 2009 Pinot Noir
3900,05-08-2014,Albet i Noya Xarel·lo Clàssic
3627,06-07-2014,Alamos Wines
2098,02-08-2014,AA Badenhorst Family Wines
2242,27-04-2014,Adastra 2011 Ed's Red
3444,07-01-2014,Albet i Noya Syrah Rosat
2437,24-06-2014,A Portela Mencía
2267,10-06-2014,Agran Araucano Wines
3930,31-05-2014,A&D Singular
1964,18-03-2014,Adair Black Currant Kir
4362,14-01-2014,A Portela Mencía
2339,20-05-2014,Adrice 2014 Santé Syrah
1663,24-02-2014,A Blooming Hill 2009 Pinot Noir
2384,14-01-2014,A Blooming Hill 2008 Mingle
3013,19-04-2014,A&D Singular
3765,01-04-2014,Ad Hoc 'Mixmaster' Blended White
1446,07-05-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2135,15-02-2014,Adrice 2015 Etouffant Red Mountain Merlot
4872,01-06-2014,Aces 2010 Seven Deuce White
4817,14-05-2014,Adrice 2015 Etouffant Red Mountain Merlot
2571,07-07-2014,A&D Monólogo Avesso P67
4338,07-07-2014,Adrice 2017 Vivant Sauvignon Blanc
2760,01-04-2014,Alasia Moscato Secco IGT Provincia di Pavia
4564,11-10-2014,A&D Monólogo Avesso P67
1862,21-05-2014,Airlie Chardonnay
4155,10-09-2014,Adrice 2015 Niche Syrah
2965,04-01-2014,Airlie Marechal Foch
4854,12-01-2014,Aces 2009 Pocket Kings Red Wine
3349,18-01-2014,A Blooming Hill 2009 Pinot Gris
3416,05-04-2014,Agripunica Montessu
1466,23-08-2014,A&D Monólogo Arinto P24
1032,23-09-2014,Adelsheim Stoller Chardonnay (all vintages)
4489,24-05-2014,Adrice 2016 La Montagna Nebbiolo
3862,14-03-2014,Albero Tempranillo
1181,13-07-2014,Albet i Noya Can Milà De La Roca
4772,08-06-2014,Adler Fels
3612,31-05-2014,Aces 2007 Pocket Kings Red Wine
3266,07-10-2014,Adrice 2015 Etouffant Red Mountain Merlot
4969,07-01-2014,Adrice 2014 Santé Syrah
1035,15-08-2014,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
2917,22-04-2014,Agran Araucano Wines
2861,25-10-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3247,09-08-2014,A Blooming Hill 2009 Pinot Noir
3913,06-05-2014,Adelsheim Stoller Chardonnay (all vintages)
3877,20-06-2014,Adrice 2017 Vivant Sauvignon Blanc
1129,14-11-2014,A&D Monólogo Chardonnay P706
2605,02-06-2014,Adrice 2016 La Montagna Nebbiolo
2308,10-09-2014,Ad Hoc 'Mixmaster' Blended White
1412,20-06-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3743,06-01-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2937,06-10-2014,Adrice 2016 La Montagna Nebbiolo
1932,06-07-2014,Adirondack Wines
3857,03-04-2014,A Gust of Sun 2010 Niagara
3810,21-07-2014,Albero Monastrell 2013
1241,14-08-2014,Alasia Moscato Secco IGT Provincia di Pavia
1607,12-10-2014,A Blooming Hill 2009 Pinot Noir
3854,26-06-2014,Aces 2010 Seven Deuce White
4509,30-07-2014,Adelsheim Stoller Chardonnay (all vintages)
2654,08-08-2014,Alasia Piemonte DOC Barbera 
2511,04-10-2014,A&D Monólogo Arinto P24
4337,27-04-2014,A&D Liv
2993,08-07-2014,Ad Hoc 'The Riddler' Sparkling Wine
3138,28-12-2014,Alasia Brachetto d’Acqui DOCG
3518,08-02-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1057,06-01-2014,Aces 2010 Seven Deuce White
2125,02-04-2014,Adirondack Wines
4137,23-07-2014,Adnams Wine
4761,24-11-2014,Adrice 2014 Santé Syrah
1162,28-03-2014,A Portela Mencía
1761,26-02-2014,Achard-Vincent
3507,20-07-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
3104,06-02-2014,A Blooming Hill 2009 Pinot Noir
2070,27-04-2014,Alasia Brachetto d’Acqui DOCG
4266,19-02-2014,Abacela Wines
4187,04-05-2014,Alban Vineyards
3297,29-05-2014,Airlie Marechal Foch
2618,05-01-2014,A&D Monólogo Arinto P24
3895,02-06-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
4657,21-09-2014,Aces 2007 Pocket Kings Red Wine
2042,17-04-2014,Ad Hoc 'Cruel Mistress' Pinot Noir
1342,03-04-2014,Aces 2010 Seven Deuce White
2784,26-05-2014,Adrice 2016 Vivant Sauvignon Blanc
4110,25-01-2014,A&D Monólogo Chardonnay P706
2908,27-04-2014,A Blooming Hill 2009 Pinot Noir
3489,26-08-2014,Abacela Wines
1335,03-01-2014,Adirondack Wines
2718,07-02-2014,Alasia Piemonte DOC Cortese
1153,28-03-2014,Adrice 2014 Riveter Red Washington Cabernet Sauvignon
4165,03-04-2014,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
3769,31-01-2014,Adrice 2016 La Montagna Nebbiolo
1733,27-02-2014,Achard-Vincent
2290,23-12-2014,A Portela Mencía
2669,24-03-2014,A&D Singular
