name,producer,origin,label,type
Domaine Bousquet Rosé Wine,Domaine Bousquet,Argentina,Vegan Friendly,Fruity
Domaine Bousquet White Wine,Domaine Bousquet,Argentina,Vegan Friendly,Dessert
Domaine Cady Wines,Domaine Cady,France,Vegan Friendly,White
Domaine Carneros Wines,Domaine Carneros (by Tattinger),USA,Vegan Friendly,Sparkling
Domaine Chaume-Arnaud Wines,Domaine Chaume-Arnaud,France,Vegan Friendly,Red
Domaine Christian Moreau Chablis,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Dessert
Domaine Christian Moreau Chablis 1er Cru Vaillon,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Fruity
Domaine Christian Moreau Chablis 1er Cru Vaillon -Cuvée Guy Moreau,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Fortified
Domaine Christian Moreau Chablis Grand Cru Blanchot,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Fortified
Domaine Christian Moreau Chablis Grand Cru Les Clos,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Sparkling
Domaine Christian Moreau Chablis Grand Cru Les Clos - Clos des Hospices,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Red
Domaine Christian Moreau Chablis Grand Cru Valmur,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,Red
Domaine Christian Moreau Chablis Grand Cru Vaudésir,Domaine Christian Moreau Père & Fils,France,Vegan Friendly,White
Domaine Darius Wines,Domaine Darius,Canada,Unknown,Red
Domaine de Brau Chardonnay,Chateau de Brau,France,Vegan Friendly,White
Domaine de Brau Majelus,Chateau de Brau,France,Vegan Friendly,Rosé
Domaine de la Chapelle St Victor AOP Coteaux D'Aix-En-Provence Rose,Les Vins Bréban,France,Vegan Friendly,Sparkling
Domaine de Labarthe Wines,Domaine de Labarthe,France,Vegan Friendly,Fortified
Domaine de Lorient Wines,Domaine de Lorient,France,Vegan Friendly,Fortified
Domaine de Michelet (2014),Les Vignerons de Buzet,France,Vegan Friendly,White
Domaine de Montille Wines,Domaine de Montille,France,Vegan Friendly,Rosé
Domaine de Taillant Wines,Les Vignobles Arrivé,France,Vegan Friendly,Dessert
Domaine de Vedilhan Serica Viognier 2016,Boutinot Limited,England,Vegan Friendly,Sparkling
Domaine Deffend Neuf AOP Cotes De Provence Rose,Les Vins Bréban,France,Vegan Friendly,Fortified
Domaine Delmas Wine,Domaine Delmas,France,Not Vegan Friendly,Fortified
Domaine Des Fumées Blanches,Domaines François Lurton,France,Vegan Friendly,Dessert
Domaine des Hautimagnes Organic Wines,Les Vignerons de Villedieu Buisson,France,Vegan Friendly,Rosé
Domaine Des Ministres,Domaines François Lurton,France,Vegan Friendly,Fortified
Domaine Drouhin wine,Domaine Drouhin,USA,Not Vegan Friendly,Dessert
Domaine du Jas d’Esclans Wines,Domaine du Jas d’Esclans,France,Vegan Friendly,Red
Domaine du Pastre Rosé Ventoux (organic),Louis Bernard,France,Vegan Friendly,Dessert
Domaine du Possible C'est Pas la Mère à Boire,Domaine du Possible,France,Vegan Friendly,Sparkling
Domaine du Possible Wines (unless listed),Domaine du Possible,France,Unknown,Dessert
Domaine du Seminaire Wines,Domaine du Seminaire,France,Vegan Friendly,Rosé
"Domaine du Tariquet ""Premières Grives""",Domaine du Tariquet,France,Vegan Friendly,White
Domaine du Tariquet Chardonnay,Domaine du Tariquet,France,Vegan Friendly,White
"Domaine du Tariquet Chardonnay ""Tête de Cuvée""",Domaine du Tariquet,France,Vegan Friendly,Fruity
Domaine du Tariquet Chenin Chardonnay,Domaine du Tariquet,France,Vegan Friendly,Red
Domaine du Tariquet Classic,Domaine du Tariquet,France,Vegan Friendly,Dessert
Domaine du Tariquet Côté,Domaine du Tariquet,France,Vegan Friendly,Rosé
Domaine du Tariquet Les 4 Réserve,Domaine du Tariquet,France,Vegan Friendly,Sparkling
Domaine du Tariquet Marselan,Domaine du Tariquet,France,Vegan Friendly,Sparkling
"Domaine du Tariquet Petit Manseng ""Dernières Grives""",Domaine du Tariquet,France,Vegan Friendly,White
Domaine du Tariquet Rosé,Domaine du Tariquet,France,Vegan Friendly,Rosé
Domaine du Tariquet Sauvignon,Domaine du Tariquet,France,Vegan Friendly,Red
Domaine Durrmann Wines,Domaine Durrmann,France,Vegan Friendly,Rosé
Domaine d’Alzipratu Wines,Domaine d’Alzipratu,France,Vegan Friendly,Red
Domaine Elisabeth Wines,Les Vignobles Arrivé,France,Vegan Friendly,Sparkling
Domaine Frederic Brouca Wines,Domaine Frederic Brouca,France,Vegan Friendly,Red
Domaine Gayda Wines,Domaine Gayda,France,Vegan Friendly,Dessert
Domaine Gérard Tremblay Chablis,Domaine Gérard Tremblay,France,Vegan Friendly,Red
Domaine Gérard Tremblay Grand Cru Vaudésir,Domaine Gérard Tremblay,France,Vegan Friendly,Dessert
Domaine Gérard Tremblay Petit Chablis,Domaine Gérard Tremblay,France,Vegan Friendly,White
Domaine Gérard Tremblay Premiers Crus,Domaine Gérard Tremblay,France,Vegan Friendly,Sparkling
Domaine Gioulis Sofos Red,Natural Merchants LLC,,Vegan Friendly,Dessert
Domaine Gioulis Sofos White,Natural Merchants LLC,,Vegan Friendly,Rosé
Domaine Grand Guilhem Fitou Angels,Domaine Grand Guilhem,France,Vegan Friendly,White
Domaine Grand Guilhem Fitou Grand Guilhem,Domaine Grand Guilhem,France,Vegan Friendly,Fruity
Domaine Grand Guilhem Muscat de Rivesaltes,Domaine Grand Guilhem,France,Vegan Friendly,Sparkling
Domaine Grand Guilhem Rivesaltes Grenat,Domaine Grand Guilhem,France,Vegan Friendly,Sparkling
"Domaine Grand Guilhem Vallée du paradis ""Le Pointilliste Orange""",Domaine Grand Guilhem,France,Vegan Friendly,Dessert
"Domaine Grand Guilhem Vallée du Paradis ""Le Pointilliste""",Domaine Grand Guilhem,France,Vegan Friendly,Red
Domaine Grand Guilhem Vallée du Paradis Blanc,Domaine Grand Guilhem,France,Vegan Friendly,Sparkling
Domaine Grand Guilhem Vallée du Paradis Rosé,Domaine Grand Guilhem,France,Vegan Friendly,Sparkling
Domaine Jean-Marc Brocard Wines,Domaine Jean-Marc Brocard,France,Vegan Friendly,Red
Domaine Josmeyer Wines,Domaine Josmeyer,France,Vegan Friendly,Fruity
Domaine Kuentz-Bas Alsace Wines,Domaine Kuentz-Bas Alsace,France,Vegan Friendly,Fortified
Domaine L'Ameillaud,Domaine L'Ameillaud,France,Vegan Friendly,White
Domaine Lapierre Wines,Domaine Lapierre,France,Vegan Friendly,Rosé
Domaine le Garrigon Côtes-du-Rhône Villages Visan (organic),Louis Bernard,France,Vegan Friendly,Fruity
Domaine le Garrigon Cuvée des Vieux Truffiers Côtes-du-Rhône (organic),Louis Bernard,France,Vegan Friendly,Dessert
Domaine Les Fouques Wines,Domaine Les Fouques,France,Vegan Friendly,Dessert
Domaine Les Salices Chardonnay,Domaines François Lurton,France,Vegan Friendly,Fortified
Domaine Les Salices Pinot Noir,Domaines François Lurton,France,Vegan Friendly,Dessert
Domaine Les Salices Sauvignon Blanc,Domaines François Lurton,France,Vegan Friendly,Fortified
Domaine Les Salices Viognier,Domaines François Lurton,France,Vegan Friendly,Red
Domaine Moncourt Wines,Domaine Moncourt,France,Vegan Friendly,Fruity
Domaine Monticoles AOP Coteaux Varois En Provence Rose,Les Vins Bréban,France,Vegan Friendly,Rosé
Domaine Philippe Gilbert Wines,Domaine Philippe Gilbert,France,Vegan Friendly,Sparkling
Domaine Pinchinat Red,Domaine Pinchinat,France,Vegan Friendly,Red
Domaine Pinchinat Rosé,Domaine Pinchinat,France,Vegan Friendly,Sparkling
Domaine Pinchinat White,Domaine Pinchinat,France,Vegan Friendly,Sparkling
Domaine Pinnacle Cidre à l’érable Coureur des Bois,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Fortified
Domaine Pinnacle Cidre de glace Domaine Pinnacle ,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Sparkling
Domaine Pinnacle Cidre de glace Pétillant Domaine Pinnacle,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Rosé
Domaine Pinnacle Cidre de glace Signature Réserve Spéciale,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Sparkling
Domaine Pinnacle Coureur des Bois Whisky à l'Érable,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Fortified
Domaine Pinnacle Crème de Pommes,Domaine Pinnacle Inc.,Canada,Not Vegan Friendly,Rosé
Domaine Pinnacle Ice Apple Wine,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Fruity
Domaine Pinnacle Réserve 1859 Domaine Pinnacle,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Fruity
Domaine Pinnacle Verger Sud Cidre Pétillant,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Red
Domaine Pinnacle Verger Sud Cidre Tranquille,Domaine Pinnacle Inc.,Canada,Vegan Friendly,Sparkling
Domaine Pouillon Wines,Domaine Pouillon,USA,Vegan Friendly,Fruity
Domaine Queylus,Domaine Queylus,Canada,Vegan Friendly,Sparkling
Domaine Rolly Gassmann Wines,Domaine Rolly Gassmann,France,Vegan Friendly,Red
Domaine Ruet Wines,Domaine Ruet,France,Vegan Friendly,Dessert
Domaine Saint Nicholas Red Wines,Domaine Saint Nicholas,France,Vegan Friendly,White
Domaine Saint Nicholas Rosé Wines,Domaine Saint Nicholas,France,Vegan Friendly,Red
Domaine Saint Nicholas White Wines,Domaine Saint Nicholas,France,Unknown,Sparkling
Domaine Sarrelon Côtes-du-Rhône (organic),Louis Bernard,France,Vegan Friendly,White
Domaine Serene Wine,Domaine Serene,USA,Not Vegan Friendly,White
Domaine Simha Wines,Domaine Simha,Australia,Vegan Friendly,Fortified
Domaine St Esteve AOP Coteaux D'Aix-En-Provence Rose,Les Vins Bréban,France,Vegan Friendly,White
Domaine Ste. Michelle 2014 Luxe,Domaine Ste. Michelle,USA,Vegan Friendly,Fruity
Domaine Ste. Michelle Blanc de Blancs,Domaine Ste. Michelle,USA,Unknown,Dessert
Domaine Ste. Michelle Blanc de Noirs,Domaine Ste. Michelle,USA,Unknown,Fortified
Domaine Ste. Michelle Brut,Domaine Ste. Michelle,USA,Unknown,Red
Domaine Ste. Michelle Extra Dry,Domaine Ste. Michelle,USA,Unknown,Fruity
Domaines Schlumberger Wines,Domaines Schlumberger,France,Not Vegan Friendly,Fortified
Domecq Bodegas Wine,Domecq Bodegas,Spain,Not Vegan Friendly,Red
Domein de Kluizen Wines,Domein de Kluizen,Belgium,Vegan Friendly,Fruity
Dominant Seven Cabernet Sauvignon,Trinchero Family Vineyards,USA,Vegan Friendly,Dessert
Dominant Seven Chardonnay,Trinchero Family Vineyards,USA,Vegan Friendly,Rosé
Dominant Seven Red,Trinchero Family Vineyards,USA,Vegan Friendly,Red
Dominio del Plata S.A.,Dominio del Plata S.A.,Argentina,Vegan Friendly,Fruity
"Dominio IV ""Love Lies Bleeding"" 2010 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly,Dessert
"Dominio IV ""Pondering Ptolemy"" 2008 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly,Sparkling
"Dominio IV ""Rain on Leaves"" 2007 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly,Sparkling
"Dominio IV ""Sketches of Spain"" 2006 Tempranillo",Dominio IV Wines,USA,Not Vegan Friendly,Sparkling
"Dominio IV ""Slow Walk of the Wind"" 2009 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly,White
"Dominio IV ""Song of an Uncaged Bird"" 2006 Syrah",Dominio IV Wines,USA,Vegan Friendly,Sparkling
"Dominio IV ""Spellbound"" 2008 Syrah/Tempranillo Blend",Dominio IV Wines,USA,Not Vegan Friendly,Fruity
"Dominio IV ""Still Life"" 2010 Viognier",Dominio IV Wines,USA,Vegan Friendly,Fortified
"Dominio IV ""The Black and Red"" 2007 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly,Rosé
"Dominio IV 2009 ""Technicolor Bat""",Dominio IV Wines,USA,Vegan Friendly,Red
Dominio Romano Wines,Dominio Romano S.L.,Spain,Vegan Friendly,Rosé
Domino Wine,DFV Wines,USA,Not Vegan Friendly,Fruity
Don Juan José Wines,Don Juan José Wines,Chile,Vegan Friendly,Sparkling
Don Miguel Gascon Wine,E & J Gallo,USA,Not Vegan Friendly,Red
Don Rodolfo Cabernet Sauvignon,Don Rodolfo,USA,Not Vegan Friendly,Red
Don Rodolfo Malbec,Don Rodolfo,USA,Not Vegan Friendly,Fortified
Don Rodolfo Pinot Noir,Don Rodolfo,USA,Not Vegan Friendly,Rosé
Don Rodolfo Tannat,Don Rodolfo,USA,Not Vegan Friendly,Sparkling
Don Rodolfo Torrontes,Don Rodolfo,USA,Not Vegan Friendly,Dessert
Don Simón Sangria,Don Simón,Spain,Not Vegan Friendly,Red
Don Simón Wine,Don Simón,Spain,Not Vegan Friendly,Rosé
Don's Blend Lodi Red,Michael David Winery,USA,Vegan Friendly,White
Dona Alface DOC Vinho Verde Branco,Quinta & Casa das Hortas – Sociedade Agric. e Comercial Lda.,Portugal,Vegan Friendly,Fruity
Dona Belmira 2Lts Demijohn,Vidigal Wines S.A.,Portugal,Not Vegan Friendly,Fortified
Dona Belmira Douro D.O.C.,Vidigal Wines S.A.,Portugal,Not Vegan Friendly,Fruity
Dona Belmira White Douro D.O.C.,Vidigal Wines S.A.,Portugal,Not Vegan Friendly,Red
"Doña Paula ""Malva"" Rosé of Malbec",Doña Paula,Argentina,Vegan Friendly,White
"Doña Paula ""Paula"" Malbec",Doña Paula,Argentina,Vegan Friendly,Dessert
Doña Paula 1100,Doña Paula,Argentina,Vegan Friendly,Fruity
Doña Paula 1350,Doña Paula,Argentina,Vegan Friendly,White
Doña Paula Alluvia Parcel Malbec,Doña Paula,Argentina,Vegan Friendly,White
Doña Paula Cabernet Sauvignon Reserva,Doña Paula,Argentina,Vegan Friendly,Fortified
Doña Paula El Alto Parcel Malbec,Doña Paula,Argentina,Vegan Friendly,White
Doña Paula Estate Black Edition Red Wine,Doña Paula,Argentina,Vegan Friendly,Rosé
Doña Paula Estate Cabernet Sauvignon,Doña Paula,Argentina,Vegan Friendly,Rosé
Doña Paula Estate Malbec,Doña Paula,Argentina,Vegan Friendly,White
Doña Paula Los Cardos Cabernet Sauvignon,Doña Paula,Argentina,Vegan Friendly,Dessert
Doña Paula Los Cardos Chardonnay,Doña Paula,Argentina,Vegan Friendly,Fortified
Doña Paula Los Cardos Malbec,Doña Paula,Argentina,Vegan Friendly,Fortified
Doña Paula Los Cardos Sauvignon Blanc,Doña Paula,Argentina,Vegan Friendly,Dessert
Doña Paula Selección de Bodega Malbec,Doña Paula,Argentina,Vegan Friendly,Fortified
Donelan Cuvee Christine Syrah,Donelan Family Wines,USA,Vegan Friendly,Rosé
Donelan Cuvee Keltie Syrah,Donelan Family Wines,USA,Vegan Friendly,Sparkling
Donelan Cuvee Moriah,Donelan Family Wines,USA,Vegan Friendly,White
Donelan Genevieve's Block Chardonnay,Donelan Family Wines,USA,Vegan Friendly,Fortified
Donelan Kohler Family Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly,Fortified
Donelan Kohler Family Vineyard Viognier,Donelan Family Wines,USA,Vegan Friendly,Fruity
Donelan Nancie Chardonnay,Donelan Family Wines,USA,Vegan Friendly,Dessert
Donelan Obsidian Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly,White
Donelan Richards Family Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly,Sparkling
Donelan Rose,Donelan Family Wines,USA,Vegan Friendly,Fruity
Donelan Two Brothers Pinot Noir,Donelan Family Wines,USA,Vegan Friendly,Dessert
Donelan Venus Roussanne/Viognier,Donelan Family Wines,USA,Vegan Friendly,Sparkling
Donelan Walker Vine Hill Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly,Red
Donkey Bum Rose wine,Donkey Bum Rose,USA,Vegan Friendly,Red
Donnafugata Wines,Donnafugata S.r.l. Società Agricola,Italy,Vegan Friendly,Fortified
Dönnhoff Wines,Weingut Dönnhoff,Germany,Vegan Friendly,Fortified
Door Peninsula  Wine,Door Peninsula Winery,USA,Vegan Friendly,Fortified
Dostana 2011 Merlot,Kalala Organic Estate Winery,Canada,Vegan Friendly,Sparkling
Dostana 2012 Cabernet Sauvignon,Kalala Organic Estate Winery,Canada,Vegan Friendly,Dessert
Dott,Chalmers Wines Australia Pty Ltd.,Australia,Vegan Friendly,Fruity
Double Dip Magnum,Hard Row to Hoe Vineyards,USA,Vegan Friendly,Rosé
Doubleback 2013,Doubleback Wines,USA,Not Vegan Friendly,Dessert
Doubleback Bledsoe Family Wine 2013,Doubleback Wines,USA,Vegan Friendly,White
Doubleback Healy Rosé 2015,Doubleback Wines,USA,Vegan Friendly,Dessert
Doubleback Stolen Horse Syrah 2013,Doubleback Wines,USA,Vegan Friendly,White
Douloufakis ASPROS LAGOS Red Dry,Douloufakis Winery,Greece,Vegan Friendly,Dessert
Douloufakis ASPROS LAGOS White Dry,Douloufakis Winery,Greece,Vegan Friendly,Sparkling
Douloufakis CHARDONNAY White Dry,Douloufakis Winery,Greece,Vegan Friendly,White
Douloufakis DAFNIOS Red Dry,Douloufakis Winery,Greece,Vegan Friendly,Red
Douloufakis DAFNIOS White Dry,Douloufakis Winery,Greece,Vegan Friendly,Dessert
Douloufakis ENOTRIA Red Dry,Douloufakis Winery,Greece,Vegan Friendly,Sparkling
Douloufakis ENOTRIA Rose Dry,Douloufakis Winery,Greece,Vegan Friendly,White
Douloufakis ENOTRIA White Dry,Douloufakis Winery,Greece,Vegan Friendly,Dessert
Douloufakis EPOCH Red Medium Sweet,Douloufakis Winery,Greece,Vegan Friendly,Red
Douloufakis EPOCH White Medium Sweet,Douloufakis Winery,Greece,Vegan Friendly,Rosé
Douloufakis FEMINA White Dry,Douloufakis Winery,Greece,Vegan Friendly,White
Douloufakis HELIOS Red Sweet,Douloufakis Winery,Greece,Vegan Friendly,Sparkling
Douloufakis MALVASIA White Sweet,Douloufakis Winery,Greece,Vegan Friendly,Red
Douloufakis SANGIOVESE Red Dry,Douloufakis Winery,Greece,Vegan Friendly,Dessert
Douloufakis SAUVIGNON BLANC White Dry,Douloufakis Winery,Greece,Vegan Friendly,Rosé
Douloufakis SYRAH Red Dry,Douloufakis Winery,Greece,Vegan Friendly,Dessert
Dovetail Sake Nakahama Junmai,Dovetail Sake,USA,Vegan Friendly,White
Dovetail Sake Ōmori Nigori,Dovetail Sake,USA,Vegan Friendly,Fruity
Dow's Crusted Port,Symington Family Estates,Portugal,Vegan Friendly,Rosé
Dow's Fine Ruby Port,Symington Family Estates,Portugal,Not Vegan Friendly,Sparkling
Dow's Quinta da Senhora Single Vintage Port,Symington Family Estates,Portugal,Vegan Friendly,Dessert
Dowie Doole B.F.G. Grenache 2015,Dowie Doole Wines,Australia,Vegan Friendly,White
Dowie Doole Blanc2 2015,Dowie Doole Wines,Australia,Vegan Friendly,Fortified
Dowie Doole C.T. Shiraz 2014,Dowie Doole Wines,Australia,Vegan Friendly,Fruity
Dowie Doole Cali Road Shiraz 2013,Dowie Doole Wines,Australia,Vegan Friendly,Sparkling
Dowie Doole Estate Cabernet Sauvignon 2014,Dowie Doole Wines,Australia,Vegan Friendly,Dessert
Dowie Doole Estate Chenin Blanc 2014,Dowie Doole Wines,Australia,Vegan Friendly,Rosé
Dowie Doole Estate Chenin Blanc 2015,Dowie Doole Wines,Australia,Vegan Friendly,White
Dowie Doole Estate Merlot 2013,Dowie Doole Wines,Australia,Vegan Friendly,Sparkling
Dowie Doole Estate Merlot 2014,Dowie Doole Wines,Australia,Vegan Friendly,Fortified
Dowie Doole Estate Sauvignon Blanc 2015,Dowie Doole Wines,Australia,Vegan Friendly,Dessert
Dowie Doole Estate Shiraz 2014,Dowie Doole Wines,Australia,Vegan Friendly,Rosé
Dowie Doole G&T - Grenache Tempranillo 2015,Dowie Doole Wines,Australia,Vegan Friendly,Fortified
Dowie Doole Moxie Sparkling Shiraz NV,Dowie Doole Wines,Australia,Not Vegan Friendly,Sparkling
Dowie Doole Mr G's C.S.M. 2013,Dowie Doole Wines,Australia,Vegan Friendly,Fruity
Dowie Doole Museum Release - 2010 Reserve Shiraz,Dowie Doole Wines,Australia,Vegan Friendly,Rosé
Dowie Doole Museum Release - 2012 Cali Rd Shiraz,Dowie Doole Wines,Australia,Vegan Friendly,Dessert
Dowie Doole Reserve Shiraz 2013,Dowie Doole Wines,Australia,Vegan Friendly,Red
Dowie Doole Second Nature - Cabernet Shiraz Merlot 2011,Dowie Doole Wines,Australia,Vegan Friendly,Dessert
Dowie Doole The Fruit Of The Vine - Cabernet Sauvignon 2012,Dowie Doole Wines,Australia,Vegan Friendly,Sparkling
Dowie Doole Tintookie Chenin Blanc,Dowie Doole Wines,Australia,Vegan Friendly,White
Dowie Doole Vermentino 2014,Dowie Doole Wines,Australia,Vegan Friendly,White
Down the Rabbit Hole Friends and Lovers Rose,Down the Rabbit Hole Wines,Australia,Vegan Friendly,White
Down the Rabbit Hole Sangiovese Cabernet,Down the Rabbit Hole Wines,Australia,Vegan Friendly,Fortified
Down the Rabbit Hole Shiraz,Down the Rabbit Hole Wines,Australia,Vegan Friendly,Sparkling
Down the Rabbit Hole Tempranillo,Down the Rabbit Hole Wines,Australia,Vegan Friendly,Fruity
Dow’s Quinta do Bomfim Vintage Port,Symington Family Estates,Portugal,Vegan Friendly,Rosé
Dow’s Trademark Finest Reserve Port,Symington Family Estates,Portugal,Not Vegan Friendly,Dessert
Dow’s Vintage Port,Symington Family Estates,Portugal,Vegan Friendly,White
Dr. Frank Wine,Dr. Frank Wines,USA,Not Vegan Friendly,Sparkling
Dr. Loosen Rieslings,Weingut Dr. Loosen,Germany,Vegan Friendly,White
Draconis Wine,Draconis,USA,Vegan Friendly,White
Dragonfly Farms Dance of the Dragonfly,Dragonfly Farms,USA,Vegan Friendly,White
Dragonfly Farms Golden Dragonfly,Dragonfly Farms,USA,Vegan Friendly,Sparkling
Dragonfly Farms Song of the Dragonfly,Dragonfly Farms,USA,Vegan Friendly,Red
Drake Wines,Drake Wines,USA,Vegan Friendly,Fortified
Dreaming Tree Wines,Dreaming Tree Winery,USA,Not Vegan Friendly,Sparkling
Drostdy-Hof Wines,Distell Limited,South Africa,Not Vegan Friendly,Fruity
Drumheller 2015 Cabernet Sauvignon,Drumheller Wines,USA,Vegan Friendly,Red
Drumheller Wines (unless listed),Drumheller Wines,USA,Unknown,Sparkling
Dry Creek Vineyard,Dry Creek Vineyard,USA,Vegan Friendly,Dessert
Dry Farm Wines,Dry Farm Wines,USA,Unknown,White
Dry Mill Wines,Dry Mill Vineyards & Winery,USA,Not Vegan Friendly,Red
Du Toitskloof Wine,Du Toitskloof Wines,South Africa,Vegan Friendly,Fortified
Dubonnet Wine,Heaven Hill Distilleries,USA,Vegan Friendly,Fortified
Duca di Salaparuta Wines,Duca di Salaparuta,Italy,Not Vegan Friendly,White
Duca di Saragnano Winery,Duca di Saragnano Winery,USA,Vegan Friendly,White
Duchi di Castelluccio Baccarat,Duchi di Castelluccio,Italy,Not Vegan Friendly,Fortified
Duchi di Castelluccio Cerasuolo,Duchi di Castelluccio,Italy,Not Vegan Friendly,Fruity
Duchi di Castelluccio Guazzetto,Duchi di Castelluccio,Italy,Not Vegan Friendly,Red
Duchi di Castelluccio Montepulciano d'Abruzzo,Duchi di Castelluccio,Italy,Vegan Friendly,Dessert
Duchi di Castelluccio Pecorino,Duchi di Castelluccio,Italy,Not Vegan Friendly,Dessert
Duchi di Castelluccio Pecorino,Duchi di Castelluccio,Italy,Not Vegan Friendly,Red
Duchi di Castelluccio Podere Crosta,Duchi di Castelluccio,Italy,Not Vegan Friendly,Rosé
Duchi di Castelluccio Tenuta Cipressi,Duchi di Castelluccio,Italy,Not Vegan Friendly,Dessert
Duchi di Castelluccio Trebbiano,Duchi di Castelluccio,Italy,Not Vegan Friendly,Sparkling
Duck Pond 2005 Sangiovese,Duck Pond Cellars,USA,Vegan Friendly,Red
Duck Pond Cellars 2006 Gewurztraminer,Duck Pond Cellars,USA,Vegan Friendly,Dessert
Duck Pond Cellars 2006 Pinot Grigio,Duck Pond Cellars,USA,Vegan Friendly,Rosé
Duck Pond Cellars 2006 Pinot Noir,Duck Pond Cellars,USA,Vegan Friendly,Dessert
Duck Pond Cellars 2006 Riesling,Duck Pond Cellars,USA,Vegan Friendly,Fortified
Duck Pond Cellars 2010 Pinot Noir,Duck Pond Cellars,USA,Vegan Friendly,Fortified
Duck Walk Wine,Duck Walk Vineyards,USA,Not Vegan Friendly,Red
Duckhorn Wines (2010 and earlier),Duckhorn Wine Company,USA,Not Vegan Friendly,White
Duckhorn Wines (2011 and later),Duckhorn Wine Company,USA,Not Vegan Friendly,White
Dulce Venganza,Terroir Wine Group,USA,Vegan Friendly,White
DUNDEE HILLS PINOT NOIR,Rex Hill,USA,Vegan Friendly,Rosé
Dunham Red Wines,Dunham Cellars,USA,Vegan Friendly,Red
Dunham Rieslings,Dunham Cellars,USA,Vegan Friendly,Rosé
Dunham White Wines (except Rieslings),Dunham Cellars,USA,Not Vegan Friendly,White
Dunn Wine,Dunn Vineyards,USA,Vegan Friendly,Fortified
Dunstone Wines,Dunstone Estate,South Africa,Vegan Friendly,Fruity
Duplin American Port,Duplin Wine Cellars Inc,USA,Vegan Friendly,Rosé
Duplin Bald Head Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Dessert
Duplin Beaufort Bay,Duplin Wine Cellars Inc,USA,Vegan Friendly,Red
Duplin Black River Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Sparkling
Duplin Blackberry,Duplin Wine Cellars Inc,USA,Vegan Friendly,Red
Duplin Blueberry,Duplin Wine Cellars Inc,USA,Vegan Friendly,Dessert
Duplin Brice's Creek,Duplin Wine Cellars Inc,USA,Vegan Friendly,White
Duplin Burgundy,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Duplin Carlos,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Duplin Carolina Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Sparkling
Duplin Carolina Red Reserve,Duplin Wine Cellars Inc,USA,Vegan Friendly,White
Duplin Christmas Eve,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Christmas Wine,Duplin Wine Cellars Inc,USA,Vegan Friendly,White
Duplin Cool,Duplin Wine Cellars Inc,USA,Vegan Friendly,Dessert
Duplin Easy,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Duplin Hatteras Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Hatteras Red Reserve,Duplin Wine Cellars Inc,USA,Vegan Friendly,Rosé
Duplin Just Naughty,Duplin Wine Cellars Inc,USA,Vegan Friendly,Red
Duplin Magnolia,Duplin Wine Cellars Inc,USA,Vegan Friendly,White
Duplin Magnolia Reserve,Duplin Wine Cellars Inc,USA,Vegan Friendly,Dessert
Duplin Midnight Magnolia,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Mothervine,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Duplin Mothervine Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Muscadine Blanc (champagne),Duplin Wine Cellars Inc,USA,Vegan Friendly,Red
Duplin Muscadine Rouge (champagne),Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Naughty & Nice,Duplin Wine Cellars Inc,USA,Vegan Friendly,White
Duplin Pink Magnolia,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Queen Anne's Revenge,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
